NAME,B01001_001E,B01001_001EA,B01001_001M,B01001_001MA,B01001_002E,B01001_002EA,B01001_002M,B01001_002MA,B01001_003E,B01001_003EA,B01001_003M,B01001_003MA,B01001_004E,B01001_004EA,B01001_004M,B01001_004MA,B01001_005E,B01001_005EA,B01001_005M,B01001_005MA,B01001_006E,B01001_006EA,B01001_006M,B01001_006MA,B01001_007E,B01001_007EA,B01001_007M,B01001_007MA,B01001_008E,B01001_008EA,B01001_008M,B01001_008MA,B01001_009E,B01001_009EA,B01001_009M,B01001_009MA,B01001_010E,B01001_010EA,B01001_010M,B01001_010MA,B01001_011E,B01001_011EA,B01001_011M,B01001_011MA,B01001_012E,B01001_012EA,B01001_012M,B01001_012MA,B01001_013E,B01001_013EA,B01001_013M,B01001_013MA,B01001_014E,B01001_014EA,B01001_014M,B01001_014MA,B01001_015E,B01001_015EA,B01001_015M,B01001_015MA,B01001_016E,B01001_016EA,B01001_016M,B01001_016MA,B01001_017E,B01001_017EA,B01001_017M,B01001_017MA,B01001_018E,B01001_018EA,B01001_018M,B01001_018MA,B01001_019E,B01001_019EA,B01001_019M,B01001_019MA,B01001_020E,B01001_020EA,B01001_020M,B01001_020MA,B01001_021E,B01001_021EA,B01001_021M,B01001_021MA,B01001_022E,B01001_022EA,B01001_022M,B01001_022MA,B01001_023E,B01001_023EA,B01001_023M,B01001_023MA,B01001_024E,B01001_024EA,B01001_024M,B01001_024MA,B01001_025E,B01001_025EA,B01001_025M,B01001_025MA,B01001_026E,B01001_026EA,B01001_026M,B01001_026MA,B01001_027E,B01001_027EA,B01001_027M,B01001_027MA,B01001_028E,B01001_028EA,B01001_028M,B01001_028MA,B01001_029E,B01001_029EA,B01001_029M,B01001_029MA,B01001_030E,B01001_030EA,B01001_030M,B01001_030MA,B01001_031E,B01001_031EA,B01001_031M,B01001_031MA,B01001_032E,B01001_032EA,B01001_032M,B01001_032MA,B01001_033E,B01001_033EA,B01001_033M,B01001_033MA,B01001_034E,B01001_034EA,B01001_034M,B01001_034MA,B01001_035E,B01001_035EA,B01001_035M,B01001_035MA,B01001_036E,B01001_036EA,B01001_036M,B01001_036MA,B01001_037E,B01001_037EA,B01001_037M,B01001_037MA,B01001_038E,B01001_038EA,B01001_038M,B01001_038MA,B01001_039E,B01001_039EA,B01001_039M,B01001_039MA,B01001_040E,B01001_040EA,B01001_040M,B01001_040MA,B01001_041E,B01001_041EA,B01001_041M,B01001_041MA,B01001_042E,B01001_042EA,B01001_042M,B01001_042MA,B01001_043E,B01001_043EA,B01001_043M,B01001_043MA,B01001_044E,B01001_044EA,B01001_044M,B01001_044MA,B01001_045E,B01001_045EA,B01001_045M,B01001_045MA,B01001_046E,B01001_046EA,B01001_046M,B01001_046MA,B01001_047E,B01001_047EA,B01001_047M,B01001_047MA,B01001_048E,B01001_048EA,B01001_048M,B01001_048MA,B01001_049E,B01001_049EA,B01001_049M,B01001_049MA,GEO_ID,NAME,state,county,tract,block group
Block Group 4; Census Tract 3031.07; Contra Costa County; California,2077,,565,,1109,,329,,19,,34,,78,,86,,165,,116,,125,,75,,64,,60,,9,,15,,36,,55,,0,,13,,0,,13,,18,,33,,128,,101,,103,,83,,166,,87,,81,,62,,11,,19,,0,,13,,0,,13,,63,,84,,8,,15,,11,,17,,16,,25,,0,,13,,8,,13,,968,,298,,0,,13,,35,,44,,85,,83,,178,,101,,18,,31,,0,,13,,25,,39,,88,,108,,11,,20,,17,,31,,20,,33,,222,,116,,119,,91,,69,,58,,51,,80,,0,,13,,30,,47,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1500000US060133031074,Block Group 4; Census Tract 3031.07; Contra Costa County; California,06,013,303107,4
Block Group 2; Census Tract 3331.01; Contra Costa County; California,1745,,401,,850,,233,,62,,57,,0,,13,,16,,29,,0,,13,,33,,52,,39,,39,,4,,12,,16,,26,,95,,62,,76,,66,,33,,25,,44,,48,,47,,41,,78,,46,,105,,72,,13,,16,,11,,15,,39,,34,,36,,22,,58,,46,,22,,20,,23,,25,,0,,13,,895,,226,,53,,38,,50,,32,,34,,44,,40,,38,,55,,48,,0,,13,,0,,13,,16,,28,,88,,59,,24,,24,,46,,28,,14,,22,,30,,34,,63,,37,,45,,43,,18,,18,,77,,39,,0,,13,,51,,32,,113,,97,,45,,45,,33,,28,,0,,13,,1500000US060133331012,Block Group 2; Census Tract 3331.01; Contra Costa County; California,06,013,333101,2
Block Group 2; Census Tract 3142; Contra Costa County; California,1707,,536,,810,,291,,26,,30,,161,,103,,76,,76,,50,,64,,7,,11,,0,,13,,0,,13,,10,,18,,33,,42,,39,,44,,51,,43,,71,,70,,63,,63,,44,,40,,69,,79,,12,,19,,9,,16,,5,,8,,11,,16,,58,,68,,15,,18,,0,,13,,0,,13,,897,,290,,59,,65,,43,,47,,60,,62,,67,,60,,0,,13,,0,,13,,0,,13,,44,,46,,59,,67,,61,,51,,53,,42,,74,,67,,20,,29,,51,,65,,83,,66,,43,,50,,0,,13,,25,,30,,61,,41,,20,,34,,54,,46,,14,,21,,6,,9,,1500000US060133142002,Block Group 2; Census Tract 3142; Contra Costa County; California,06,013,314200,2
Block Group 1; Census Tract 3451.15; Contra Costa County; California,2434,,462,,1328,,294,,52,,47,,52,,35,,105,,74,,99,,48,,50,,53,,52,,59,,0,,13,,125,,82,,0,,13,,20,,31,,77,,54,,46,,47,,112,,61,,147,,69,,35,,42,,80,,54,,101,,72,,26,,32,,29,,32,,33,,30,,20,,30,,0,,13,,67,,46,,1106,,214,,17,,29,,31,,32,,111,,62,,42,,35,,23,,23,,29,,44,,0,,13,,58,,69,,22,,30,,11,,17,,56,,54,,68,,39,,120,,67,,152,,61,,105,,61,,19,,30,,72,,62,,41,,44,,34,,38,,15,,24,,55,,41,,25,,37,,0,,13,,1500000US060133451151,Block Group 1; Census Tract 3451.15; Contra Costa County; California,06,013,345115,1
Block Group 1; Census Tract 3551.13; Contra Costa County; California,1830,,341,,841,,194,,43,,42,,20,,23,,19,,27,,17,,18,,11,,17,,0,,13,,0,,13,,104,,80,,14,,22,,11,,17,,33,,31,,75,,54,,47,,48,,70,,40,,75,,46,,9,,13,,93,,56,,14,,23,,67,,53,,54,,47,,10,,17,,44,,52,,11,,18,,989,,219,,0,,13,,11,,17,,79,,59,,7,,11,,85,,70,,44,,53,,0,,13,,24,,27,,24,,39,,14,,18,,87,,66,,65,,38,,37,,27,,105,,58,,89,,55,,22,,21,,74,,42,,83,,50,,17,,21,,53,,54,,24,,26,,12,,18,,33,,41,,1500000US060133551131,Block Group 1; Census Tract 3551.13; Contra Costa County; California,06,013,355113,1
Block Group 2; Census Tract 3730; Contra Costa County; California,1179,,424,,606,,248,,37,,43,,60,,65,,35,,42,,53,,54,,0,,13,,0,,13,,0,,13,,101,,78,,90,,54,,0,,13,,92,,81,,13,,21,,31,,36,,26,,30,,0,,13,,0,,13,,30,,48,,10,,16,,0,,13,,11,,18,,0,,13,,17,,25,,0,,13,,573,,212,,12,,19,,0,,13,,15,,24,,101,,79,,47,,61,,0,,13,,0,,13,,0,,13,,23,,26,,0,,13,,31,,35,,118,,83,,15,,25,,90,,68,,0,,13,,49,,57,,0,,13,,0,,13,,0,,13,,61,,55,,0,,13,,11,,18,,0,,13,,1500000US060133730002,Block Group 2; Census Tract 3730; Contra Costa County; California,06,013,373000,2
Block Group 4; Census Tract 3050; Contra Costa County; California,2318,,921,,1263,,546,,252,,252,,94,,88,,95,,88,,80,,89,,35,,56,,24,,40,,49,,75,,0,,13,,169,,149,,174,,157,,32,,55,,109,,123,,20,,34,,48,,73,,64,,70,,0,,13,,0,,13,,0,,13,,18,,31,,0,,13,,0,,13,,0,,13,,0,,13,,1055,,429,,87,,94,,62,,97,,161,,138,,0,,13,,0,,13,,0,,13,,62,,68,,102,,118,,42,,65,,96,,85,,140,,112,,71,,60,,65,,74,,8,,31,,38,,48,,58,,63,,55,,83,,0,,13,,0,,13,,8,,12,,0,,13,,0,,13,,0,,13,,1500000US060133050004,Block Group 4; Census Tract 3050; Contra Costa County; California,06,013,305000,4
Block Group 3; Census Tract 3100; Contra Costa County; California,2511,,705,,1398,,393,,75,,75,,72,,65,,90,,111,,95,,76,,85,,89,,63,,70,,0,,13,,77,,63,,194,,156,,128,,107,,71,,74,,18,,29,,124,,93,,70,,70,,78,,73,,17,,28,,0,,13,,35,,42,,8,,13,,16,,27,,55,,85,,27,,31,,0,,13,,1113,,348,,111,,80,,143,,96,,100,,101,,58,,64,,0,,13,,87,,83,,13,,20,,42,,38,,48,,56,,61,,65,,82,,71,,28,,42,,88,,62,,105,,81,,64,,62,,15,,18,,17,,28,,0,,13,,8,,13,,17,,27,,17,,23,,7,,11,,2,,13,,1500000US060133100003,Block Group 3; Census Tract 3100; Contra Costa County; California,06,013,310000,3
Block Group 4; Census Tract 3211.01; Contra Costa County; California,1627,,837,,818,,412,,33,,43,,188,,197,,25,,36,,18,,32,,0,,13,,0,,13,,0,,13,,22,,40,,59,,71,,27,,36,,70,,79,,140,,174,,41,,47,,16,,26,,17,,27,,15,,26,,0,,13,,34,,40,,0,,13,,41,,35,,13,,21,,11,,20,,48,,73,,809,,447,,26,,30,,42,,55,,101,,143,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,19,,33,,71,,70,,48,,46,,273,,278,,13,,24,,46,,46,,17,,26,,16,,26,,19,,25,,0,,13,,33,,40,,71,,44,,14,,22,,0,,13,,0,,13,,1500000US060133211014,Block Group 4; Census Tract 3211.01; Contra Costa County; California,06,013,321101,4
Block Group 2; Census Tract 3331.02; Contra Costa County; California,995,,324,,468,,147,,0,,13,,0,,13,,15,,28,,12,,20,,0,,13,,0,,13,,3,,15,,4,,6,,95,,82,,8,,13,,0,,13,,46,,59,,10,,15,,7,,12,,77,,58,,70,,50,,12,,16,,16,,25,,21,,24,,68,,38,,4,,7,,0,,13,,0,,13,,527,,213,,0,,13,,0,,13,,7,,10,,45,,57,,60,,78,,0,,13,,0,,13,,0,,13,,49,,52,,7,,11,,5,,7,,2,,10,,54,,61,,9,,16,,57,,46,,80,,51,,35,,47,,14,,15,,6,,10,,68,,40,,0,,13,,0,,13,,29,,29,,1500000US060133331022,Block Group 2; Census Tract 3331.02; Contra Costa County; California,06,013,333102,2
Block Group 4; Census Tract 3342; Contra Costa County; California,1017,,415,,422,,138,,0,,13,,25,,33,,47,,43,,0,,13,,45,,52,,0,,13,,0,,13,,0,,13,,14,,24,,0,,13,,32,,37,,0,,13,,99,,54,,36,,41,,18,,27,,0,,13,,61,,45,,0,,13,,0,,13,,13,,20,,32,,37,,0,,13,,0,,13,,595,,327,,12,,21,,95,,127,,35,,54,,43,,41,,0,,13,,5,,10,,0,,13,,56,,51,,16,,25,,0,,13,,12,,21,,16,,23,,213,,170,,0,,13,,17,,28,,50,,37,,0,,13,,11,,18,,0,,13,,0,,13,,0,,13,,14,,24,,0,,13,,1500000US060133342004,Block Group 4; Census Tract 3342; Contra Costa County; California,06,013,334200,4
Block Group 2; Census Tract 3390.03; Contra Costa County; California,1800,,442,,962,,315,,64,,70,,59,,63,,17,,27,,0,,13,,0,,13,,0,,13,,46,,69,,17,,28,,132,,83,,135,,87,,97,,65,,58,,79,,85,,77,,131,,139,,53,,64,,0,,13,,0,,13,,0,,13,,0,,13,,52,,47,,16,,25,,0,,13,,0,,13,,838,,224,,22,,37,,28,,38,,0,,13,,33,,50,,0,,13,,0,,13,,12,,22,,164,,109,,95,,106,,101,,66,,153,,126,,33,,36,,0,,13,,29,,30,,37,,34,,0,,13,,0,,13,,0,,13,,18,,27,,30,,38,,62,,98,,0,,13,,21,,31,,1500000US060133390032,Block Group 2; Census Tract 3390.03; Contra Costa County; California,06,013,339003,2
Block Group 3; Census Tract 3592.02; Contra Costa County; California,1842,,495,,661,,199,,91,,65,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,16,,34,,5,,19,,76,,79,,92,,79,,82,,115,,38,,54,,12,,19,,0,,13,,30,,35,,23,,37,,15,,23,,0,,13,,87,,91,,44,,46,,36,,47,,14,,23,,1181,,329,,90,,70,,116,,61,,93,,74,,51,,79,,90,,112,,1,,5,,0,,13,,43,,59,,66,,75,,88,,82,,95,,73,,98,,102,,29,,33,,35,,40,,61,,63,,27,,41,,38,,42,,48,,74,,15,,24,,44,,60,,38,,37,,15,,22,,0,,13,,1500000US060133592023,Block Group 3; Census Tract 3592.02; Contra Costa County; California,06,013,359202,3
Block Group 3; Census Tract 3901; Contra Costa County; California,848,,193,,401,,85,,34,,27,,36,,29,,28,,19,,6,,9,,0,,13,,0,,13,,14,,19,,0,,13,,0,,13,,0,,13,,15,,15,,81,,42,,9,,11,,39,,28,,15,,12,,10,,10,,25,,24,,39,,29,,17,,13,,25,,16,,0,,13,,4,,7,,4,,6,,447,,141,,4,,8,,17,,16,,15,,16,,33,,26,,6,,8,,0,,13,,0,,13,,0,,13,,42,,58,,4,,6,,10,,9,,60,,43,,32,,18,,31,,30,,34,,27,,8,,9,,44,,32,,25,,19,,13,,11,,32,,44,,24,,23,,2,,4,,11,,11,,1500000US060133901003,Block Group 3; Census Tract 3901; Contra Costa County; California,06,013,390100,3
Block Group 0; Census Tract 9900; Contra Costa County; California,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1500000US060139900000,Block Group 0; Census Tract 9900; Contra Costa County; California,06,013,990000,0
Block Group 2; Census Tract 3452.03; Contra Costa County; California,1346,,435,,857,,327,,14,,22,,185,,187,,87,,89,,83,,87,,0,,13,,0,,13,,0,,13,,24,,39,,69,,109,,17,,28,,12,,20,,68,,55,,77,,80,,13,,18,,101,,86,,15,,24,,14,,22,,0,,13,,0,,13,,62,,50,,0,,13,,16,,25,,0,,13,,489,,165,,0,,13,,21,,32,,0,,13,,21,,24,,0,,13,,22,,37,,0,,13,,0,,13,,0,,13,,24,,38,,12,,18,,66,,82,,77,,55,,68,,87,,30,,34,,14,,21,,32,,36,,16,,27,,16,,26,,34,,36,,0,,13,,36,,38,,0,,13,,1500000US060133452032,Block Group 2; Census Tract 3452.03; Contra Costa County; California,06,013,345203,2
Block Group 3; Census Tract 3470; Contra Costa County; California,2000,,783,,1085,,448,,21,,33,,25,,37,,220,,199,,163,,141,,36,,43,,0,,13,,24,,39,,29,,44,,53,,48,,23,,35,,0,,13,,109,,87,,10,,19,,81,,102,,164,,164,,14,,24,,71,,52,,25,,42,,3,,5,,14,,24,,0,,13,,0,,13,,0,,13,,915,,423,,23,,34,,9,,16,,47,,61,,9,,16,,52,,71,,0,,13,,0,,13,,212,,219,,0,,13,,23,,35,,22,,34,,45,,43,,38,,60,,106,,71,,191,,183,,30,,28,,70,,61,,29,,47,,0,,13,,9,,18,,0,,13,,0,,13,,0,,13,,1500000US060133470003,Block Group 3; Census Tract 3470; Contra Costa County; California,06,013,347000,3
Block Group 2; Census Tract 3211.03; Contra Costa County; California,2216,,377,,1074,,197,,16,,19,,73,,64,,86,,61,,23,,25,,26,,38,,0,,13,,0,,13,,9,,14,,39,,41,,67,,50,,57,,41,,55,,41,,87,,57,,90,,60,,81,,48,,68,,46,,62,,50,,8,,14,,88,,41,,35,,21,,84,,83,,10,,16,,10,,16,,1142,,221,,97,,59,,64,,38,,38,,32,,12,,15,,0,,13,,14,,23,,36,,52,,19,,29,,44,,28,,30,,25,,20,,23,,86,,42,,110,,64,,23,,19,,118,,56,,46,,32,,90,,61,,46,,48,,26,,34,,87,,42,,76,,71,,18,,20,,42,,31,,1500000US060133211032,Block Group 2; Census Tract 3211.03; Contra Costa County; California,06,013,321103,2
Block Group 2; Census Tract 3511.04; Contra Costa County; California,710,,164,,293,,127,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,26,,42,,0,,13,,0,,13,,158,,120,,63,,47,,0,,13,,46,,42,,417,,119,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,9,,13,,31,,35,,0,,13,,28,,35,,139,,93,,117,,79,,36,,35,,57,,43,,1500000US060133511042,Block Group 2; Census Tract 3511.04; Contra Costa County; California,06,013,351104,2
Block Group 4; Census Tract 3100; Contra Costa County; California,1116,,380,,469,,182,,18,,23,,0,,13,,0,,13,,47,,51,,0,,13,,0,,13,,0,,13,,0,,13,,61,,64,,4,,10,,95,,100,,20,,31,,27,,36,,0,,13,,60,,49,,27,,33,,40,,47,,35,,47,,29,,43,,0,,13,,0,,13,,6,,11,,0,,13,,647,,248,,4,,9,,10,,16,,29,,39,,23,,35,,29,,44,,0,,13,,0,,13,,34,,53,,68,,73,,25,,38,,47,,40,,52,,64,,62,,52,,10,,14,,127,,73,,21,,28,,63,,61,,0,,13,,9,,14,,0,,13,,9,,14,,25,,30,,0,,13,,1500000US060133100004,Block Group 4; Census Tract 3100; Contra Costa County; California,06,013,310000,4
Block Group 3; Census Tract 3400.03; Contra Costa County; California,1825,,465,,847,,324,,21,,32,,0,,13,,0,,13,,30,,39,,0,,13,,0,,13,,0,,13,,0,,13,,130,,97,,148,,155,,30,,47,,30,,37,,88,,79,,89,,90,,36,,47,,16,,25,,21,,35,,0,,13,,109,,82,,44,,37,,55,,42,,0,,13,,0,,13,,978,,216,,25,,26,,63,,61,,52,,47,,48,,51,,0,,13,,0,,13,,0,,13,,22,,33,,17,,26,,21,,27,,78,,92,,46,,43,,145,,85,,78,,50,,56,,46,,18,,28,,0,,13,,94,,126,,59,,37,,85,,48,,24,,24,,17,,26,,30,,18,,1500000US060133400033,Block Group 3; Census Tract 3400.03; Contra Costa County; California,06,013,340003,3
Block Group 2; Census Tract 3361.01; Contra Costa County; California,1482,,432,,876,,306,,62,,54,,53,,38,,81,,52,,27,,32,,70,,58,,12,,13,,66,,64,,89,,113,,66,,63,,29,,33,,16,,25,,82,,80,,28,,29,,62,,56,,33,,38,,19,,30,,32,,33,,23,,30,,0,,13,,9,,16,,16,,23,,0,,13,,1,,3,,606,,177,,14,,23,,7,,13,,57,,63,,22,,27,,0,,13,,0,,13,,24,,36,,72,,58,,51,,46,,53,,58,,0,,13,,70,,49,,86,,59,,26,,32,,16,,19,,0,,13,,29,,40,,7,,14,,21,,26,,44,,39,,0,,13,,0,,13,,7,,11,,1500000US060133361012,Block Group 2; Census Tract 3361.01; Contra Costa County; California,06,013,336101,2
Block Group 2; Census Tract 3270.01; Contra Costa County; California,2324,,631,,1162,,439,,50,,67,,27,,32,,111,,104,,0,,13,,0,,13,,0,,13,,75,,99,,83,,84,,40,,54,,19,,33,,0,,13,,224,,160,,0,,13,,251,,167,,78,,78,,0,,13,,0,,13,,102,,72,,23,,36,,20,,32,,41,,39,,18,,28,,0,,13,,1162,,310,,0,,13,,26,,32,,0,,13,,0,,13,,0,,13,,86,,99,,0,,13,,38,,50,,190,,198,,79,,72,,15,,27,,16,,28,,104,,104,,75,,92,,32,,37,,84,,72,,85,,83,,57,,57,,49,,48,,84,,96,,96,,64,,34,,43,,12,,20,,1500000US060133270012,Block Group 2; Census Tract 3270.01; Contra Costa County; California,06,013,327001,2
Block Group 1; Census Tract 3553.07; Contra Costa County; California,2777,,528,,1411,,380,,71,,51,,170,,244,,126,,95,,33,,29,,0,,13,,8,,15,,44,,62,,44,,52,,167,,140,,9,,14,,60,,91,,135,,68,,66,,48,,96,,56,,72,,60,,107,,85,,78,,48,,4,,8,,16,,25,,39,,35,,23,,26,,10,,18,,33,,39,,1366,,353,,48,,51,,26,,41,,21,,26,,132,,135,,86,,104,,0,,13,,28,,48,,92,,114,,0,,13,,123,,82,,24,,38,,76,,52,,129,,83,,65,,48,,197,,110,,24,,30,,134,,76,,16,,20,,47,,61,,37,,39,,12,,19,,42,,38,,7,,11,,1500000US060133553071,Block Group 1; Census Tract 3553.07; Contra Costa County; California,06,013,355307,1
Block Group 1; Census Tract 3892; Contra Costa County; California,686,,161,,384,,106,,28,,19,,19,,22,,5,,8,,16,,18,,0,,13,,13,,20,,6,,9,,14,,21,,73,,34,,45,,31,,48,,33,,13,,15,,24,,23,,26,,19,,3,,4,,19,,18,,12,,10,,5,,7,,0,,13,,10,,11,,0,,13,,0,,13,,5,,8,,302,,78,,37,,29,,7,,10,,10,,10,,0,,13,,6,,8,,3,,2,,0,,13,,31,,27,,34,,26,,30,,17,,43,,28,,17,,18,,19,,17,,25,,19,,22,,18,,1,,4,,0,,13,,11,,12,,0,,13,,0,,13,,6,,11,,0,,13,,0,,13,,1500000US060133892001,Block Group 1; Census Tract 3892; Contra Costa County; California,06,013,389200,1
Block Group 2; Census Tract 3551.07; Contra Costa County; California,1911,,748,,858,,298,,13,,21,,24,,32,,27,,51,,24,,37,,30,,42,,0,,13,,18,,27,,123,,157,,54,,71,,79,,80,,50,,44,,0,,13,,70,,58,,93,,68,,49,,68,,25,,36,,136,,95,,20,,24,,5,,9,,11,,17,,7,,13,,0,,13,,0,,13,,1053,,482,,92,,106,,39,,48,,11,,28,,75,,101,,0,,13,,0,,13,,106,,125,,17,,26,,130,,155,,31,,35,,11,,18,,111,,152,,63,,47,,104,,79,,67,,62,,16,,25,,74,,70,,18,,28,,0,,13,,49,,38,,4,,6,,25,,29,,10,,17,,1500000US060133551072,Block Group 2; Census Tract 3551.07; Contra Costa County; California,06,013,355107,2
Block Group 2; Census Tract 3400.01; Contra Costa County; California,2192,,559,,1049,,296,,128,,102,,110,,124,,9,,14,,17,,26,,15,,24,,0,,13,,0,,13,,19,,30,,192,,143,,72,,72,,123,,95,,74,,70,,45,,43,,64,,76,,29,,32,,40,,38,,44,,40,,12,,20,,10,,17,,15,,23,,31,,36,,0,,13,,0,,13,,1143,,373,,44,,42,,114,,138,,11,,18,,16,,25,,22,,35,,0,,13,,49,,76,,36,,43,,165,,138,,147,,90,,79,,77,,37,,37,,94,,82,,29,,33,,88,,52,,16,,26,,26,,29,,46,,69,,42,,41,,34,,38,,48,,44,,0,,13,,0,,13,,1500000US060133400012,Block Group 2; Census Tract 3400.01; Contra Costa County; California,06,013,340001,2
Block Group 2; Census Tract 3080.01; Contra Costa County; California,2458,,568,,1435,,434,,83,,98,,30,,55,,24,,62,,148,,118,,56,,69,,0,,13,,0,,13,,42,,74,,118,,148,,115,,142,,111,,59,,127,,143,,177,,113,,113,,131,,34,,63,,63,,34,,34,,62,,39,,66,,29,,34,,81,,88,,11,,19,,0,,13,,0,,13,,1023,,292,,0,,13,,117,,103,,146,,117,,0,,13,,0,,13,,0,,13,,21,,34,,0,,13,,0,,13,,152,,130,,259,,124,,45,,118,,80,,74,,35,,66,,59,,32,,0,,13,,15,,24,,8,,15,,28,,50,,11,,19,,47,,62,,0,,13,,0,,13,,1500000US060133080012,Block Group 2; Census Tract 3080.01; Contra Costa County; California,06,013,308001,2
Block Group 1; Census Tract 3040.04; Contra Costa County; California,2289,,308,,1272,,219,,50,,36,,14,,17,,54,,44,,28,,28,,16,,23,,0,,13,,11,,17,,70,,72,,105,,81,,44,,35,,20,,23,,37,,29,,55,,34,,146,,86,,53,,40,,99,,60,,60,,57,,42,,35,,7,,12,,96,,52,,194,,155,,62,,48,,9,,14,,1017,,142,,27,,28,,37,,32,,50,,39,,49,,39,,23,,25,,0,,13,,0,,13,,10,,16,,40,,44,,31,,28,,37,,27,,60,,39,,18,,20,,65,,39,,124,,87,,84,,63,,100,,65,,9,,15,,53,,44,,104,,50,,63,,48,,10,,16,,23,,19,,1500000US060133040041,Block Group 1; Census Tract 3040.04; Contra Costa County; California,06,013,304004,1
Block Group 4; Census Tract 3451.12; Contra Costa County; California,2515,,481,,1108,,255,,67,,60,,40,,40,,132,,95,,60,,84,,34,,55,,0,,13,,0,,13,,0,,13,,22,,37,,120,,113,,129,,110,,207,,114,,64,,51,,36,,44,,17,,24,,37,,43,,39,,46,,9,,18,,24,,30,,42,,34,,11,,17,,0,,13,,18,,28,,1407,,319,,215,,136,,249,,131,,144,,122,,49,,44,,0,,13,,28,,44,,0,,13,,0,,13,,0,,13,,99,,76,,150,,99,,131,,98,,48,,44,,65,,51,,19,,31,,55,,65,,30,,39,,27,,35,,10,,17,,33,,32,,55,,43,,0,,13,,0,,13,,1500000US060133451124,Block Group 4; Census Tract 3451.12; Contra Costa County; California,06,013,345112,4
Block Group 1; Census Tract 3601.02; Contra Costa County; California,2333,,385,,1091,,179,,24,,33,,0,,13,,41,,50,,45,,44,,0,,13,,0,,13,,31,,40,,12,,19,,134,,62,,96,,67,,12,,15,,13,,19,,63,,62,,116,,67,,112,,63,,51,,45,,38,,32,,76,,57,,13,,14,,93,,59,,95,,59,,14,,16,,12,,18,,1242,,241,,16,,26,,108,,75,,11,,18,,0,,13,,27,,36,,0,,13,,44,,56,,103,,83,,95,,109,,31,,40,,54,,59,,76,,54,,28,,30,,49,,41,,85,,48,,19,,19,,97,,60,,24,,37,,76,,58,,160,,77,,35,,26,,26,,25,,78,,66,,1500000US060133601021,Block Group 1; Census Tract 3601.02; Contra Costa County; California,06,013,360102,1
Block Group 1; Census Tract 3650.02; Contra Costa County; California,2100,,519,,911,,258,,61,,48,,67,,54,,134,,68,,54,,48,,32,,37,,14,,23,,0,,13,,42,,48,,53,,42,,22,,30,,64,,48,,60,,48,,40,,50,,43,,37,,48,,40,,0,,13,,43,,47,,19,,25,,10,,16,,40,,38,,50,,46,,15,,20,,0,,13,,1189,,426,,51,,42,,136,,116,,183,,105,,26,,32,,14,,25,,0,,13,,0,,13,,22,,32,,48,,40,,89,,54,,97,,66,,140,,103,,34,,37,,72,,62,,130,,102,,0,,13,,23,,33,,10,,16,,33,,38,,22,,28,,40,,45,,0,,13,,19,,21,,1500000US060133650021,Block Group 1; Census Tract 3650.02; Contra Costa County; California,06,013,365002,1
Block Group 2; Census Tract 3340.08; Contra Costa County; California,2355,,688,,1299,,499,,308,,301,,89,,66,,22,,33,,37,,45,,3,,13,,23,,45,,66,,83,,20,,33,,69,,57,,52,,47,,208,,165,,91,,61,,3,,10,,29,,32,,108,,107,,0,,13,,68,,84,,52,,47,,0,,13,,29,,26,,13,,20,,9,,17,,0,,13,,1056,,289,,75,,53,,23,,25,,5,,11,,61,,83,,15,,39,,0,,13,,0,,13,,0,,13,,53,,41,,77,,53,,90,,59,,160,,186,,45,,41,,154,,114,,102,,66,,5,,10,,24,,26,,7,,12,,21,,26,,73,,48,,5,,11,,58,,76,,3,,6,,1500000US060133340082,Block Group 2; Census Tract 3340.08; Contra Costa County; California,06,013,334008,2
